time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1759928520808263400,2807.0482634277346,597.6630681864917,1.1464184365888626,139.06143634766514,-33.45290975867182,571.848374735564,93.03373234899297,4.650862589474303,3,-70.61663045667775,0.6454755135615552
1759928521808426800,2808.0484267578126,597.5135179618374,0.8509526129825824,68.47201694045904,-33.45290758073537,571.6988245109096,90.36361896765524,4.6923236391449805,3,-70.61661106241695,0.9011781313903068
1759928522808577500,2809.0485776367186,597.8488875553012,0.74747078800698,61.251782345966326,-33.45291230933269,572.0341941043735,98.75072660525447,4.6819136939085135,3,-70.6165961560601,0.9886024641894008
1759928523808718000,2810.0487180175783,597.7612765301019,0.7103149737689999,62.70756102575974,-33.45291418479407,571.9465830791742,99.26650293964342,4.649354100021019,3,-70.61658808645483,0.8759587252787729
1759928524808847400,2811.0488474121094,598.2544009331614,1.1433583025387213,109.01667284839334,-33.45291388053789,572.4397074822336,94.2333245443121,4.534108695135475,3,-70.61658216409506,0.6603721656890047
1759928525808966700,2812.0489665527343,597.6139638228342,1.273666835811332,99.9677192542534,-33.45291633839278,571.7992703719065,95.43540498455333,4.452709795289357,3,-70.61657545921928,0.6335282009172322
1759928526809077800,2813.0490778808594,598.0539875999093,0.9871595036313546,89.32882210365854,-33.452919436319405,572.2392941489816,95.9256406325109,4.4459261353980715,3,-70.61656335971003,0.8918614798281067
1759928527809180200,2814.049180175781,598.0861104596406,0.7117024235786694,67.29291079149957,-33.45292495800393,572.2714170087129,94.61880596310739,4.436867217931471,3,-70.61655244411614,0.8535451831595895
1759928528809275100,2815.0492751464844,598.3351984024048,0.6964418464891128,55.49336178988038,-33.452931461684095,572.520504951477,95.92533885165258,4.513209594031839,3,-70.61654078864746,0.9358969093188149
1759928529809362000,2816.0493618164064,598.4770311722532,1.0097208421250228,79.10384156104534,-33.45293864062817,572.6623377213255,98.42308418325545,4.62488236792782,3,-70.61652971529432,0.9058979533465394
1759928530809442800,2817.0494428710936,598.1173479827121,0.9515297349385474,84.35557703414311,-33.45294933764587,572.3026545317844,99.90985827597342,4.697104597875227,3,-70.61651556310048,0.8927975781817796
1759928531809516500,2818.0495166015626,598.0213917009532,0.9442440920463002,68.20224724655125,-33.45295892072927,572.2066982500255,100.66867038494402,4.714698776918927,3,-70.61649694421888,1.105014587146145
1759928532809584000,2819.0495842285154,597.9253766667098,0.9547481430585657,64.00323099728024,-33.452971794979256,572.110683215782,102.90242706737936,4.712190911892356,3,-70.6164787836864,1.1930609811116346
1759928533809645600,2820.0496455078123,597.9164089458063,0.9452687698424843,60.77979751798254,-33.45297781545703,572.1017154948786,96.35136196865355,4.813771789105471,3,-70.61646128514457,1.2525106210190013
1759928534809701400,2821.0497014160155,597.7587688239291,0.9569094151067722,58.55673571628949,-33.45298944541847,571.9440753730014,92.49204921589737,4.856445978568567,3,-70.61644126559555,1.3056353103769074
1759928535809752800,2822.0497529296877,597.6464458797127,0.9690102408003554,61.413862483822086,-33.453003622182614,571.831752428785,94.87717106451599,4.952182769223607,3,-70.61642293573087,1.2554936888288244
1759928536809800200,2823.049800292969,597.5402900651097,0.941843243031325,69.36803959292992,-33.45300643547888,571.725596614182,89.870000504671,5.037510061814666,3,-70.61640987392391,1.059268334134245
1759928537809842000,2824.049842041016,597.8480749689043,0.9464827851844867,68.82278243528592,-33.45303210259277,572.0333815179765,103.34024428561244,5.100417636113368,3,-70.6163901826764,1.1000320663263838
1759928538809880000,2825.049880126953,597.7728183446452,0.928375741314567,63.408316192413245,-33.453034579845664,571.9581248937175,98.12503812990913,5.166344255573441,3,-70.61637146134484,1.1839407574387115
1759928539809913900,2826.0499138183595,597.475637793541,0.9293443258868871,55.17280009641153,-33.453047404155875,571.6609443426132,98.24090812701843,5.343600478668548,3,-70.61635140335316,1.3084462752780444
1759928540809943800,2827.0499438476563,597.8931355522946,0.9448303229140018,62.26865787061438,-33.453059929348825,572.0784421013668,96.92270983784428,5.439951421772174,3,-70.61633454965943,1.184185248657095
1759928541809971500,2828.049971435547,597.8423066306859,0.90291323221433,69.97411240447448,-33.45306570226793,572.0276131797582,93.02567266266738,5.500972679201092,3,-70.61632068497354,1.0287364086499666
1759928542809994800,2829.0499948730467,597.7775206705555,0.9795991363932604,68.23935505523589,-33.45307568977595,571.9628272196278,96.41426713376104,5.503553574757213,3,-70.61630112114379,1.1631647074468372
1759928543810015700,2830.050015625,597.9721678886563,1.008055265749132,70.48604082691473,-33.453093346162724,572.1574744377285,104.45228375065652,5.492994469193235,3,-70.61628385066886,1.140216474739783
1759928544810033400,2831.050033447266,598.2603254653513,0.7794270634636917,43.90332618247889,-33.45309870611559,572.4456320144236,96.28594188780136,5.440082549757679,3,-70.61626187872751,1.3668187392353226
1759928545810049500,2832.050049560547,597.8794385772198,0.994200820552659,61.777103065415595,-33.4531027640735,572.0647451262921,92.08036099545804,5.585566571496749,3,-70.61624613143366,1.274504328147607
1759928546810061800,2833.050061767578,597.8006806429476,1.011712683714081,58.22398851267422,-33.45310066143685,571.9859871920198,90.44779128721922,5.5560825554438455,3,-70.61622844181406,1.3699068214654087
1759928547810072300,2834.050072265625,597.951982957311,0.9847527037005981,60.78374679713608,-33.45309379070114,572.1372895063832,84.11933782402106,5.593796997434184,3,-70.61621265894816,1.3082923563657591
1759928548810080000,2835.050080078125,597.4574196171016,1.072155560292412,62.9710478080213,-33.45308845954474,571.6427261661738,83.65935443243679,5.644044726255374,3,-70.61619838866514,1.1521377017139283
1759928549810086400,2836.050086425781,597.5188200334087,0.7715994505515454,45.959070507171084,-33.45308379663337,571.704126582481,84.53432058016331,5.750420741613676,3,-70.61617702566589,1.237031778873274
1759928550810091500,2837.0500915527346,598.326357527636,0.7897886212032826,43.87390467252973,-33.453083591646596,572.5116640767083,87.82659697245116,5.867299421397141,3,-70.61615673766933,1.3879051082212857
1759928551810092800,2838.0500927734374,599.4087977539748,0.9826455792157878,41.49885677432795,-33.453077398141765,573.5941043030471,80.64532265597798,5.874683769709604,3,-70.61614397505883,1.2874541589897743
1759928552810093800,2839.05009375,599.2328373771161,0.8419100036019748,45.28106903396202,-33.45307176942391,573.4181439261883,79.73107367193587,5.9280317052005245,3,-70.6161264887453,1.298618972264414
1759928553810093300,2840.0500932617188,598.7372464546934,0.9838013624568319,59.889446733361716,-33.45307060902985,572.9225530037656,85.43631447854817,5.8410869364219895,3,-70.61610851392564,1.3244887781938355
1759928554810091500,2841.0500915527346,598.8818084700033,0.9552270267848144,60.10715780343486,-33.45306797357842,573.0671150190756,85.36277671541556,5.7483396009045995,3,-70.61609418062679,1.287549593949321
1759928555810087700,2842.0500876464844,599.0161093790084,0.973662644271443,66.66158349984086,-33.45307098178772,573.2014159280807,88.79446357396446,5.692952694416472,3,-70.61607758942398,1.1703028679390561
1759928556810082600,2843.0500825195313,598.8299932153895,0.8131642300778168,57.050717204943574,-33.453070980816705,573.0152997644618,86.32193703776733,5.768921868854764,3,-70.61606140512131,1.1454028028630214
1759928557810076400,2844.0500764160156,599.1367684425786,1.0404590307581714,76.03488490644678,-33.45306731021304,573.3220749916509,80.9877027857207,5.85943311496074,3,-70.61604819027347,1.0658454622681994
1759928558810069800,2845.0500698242186,599.1370251541957,1.0393023047242806,67.96119341999366,-33.453037324297306,573.322331703268,77.70129681668331,6.0364761430199545,3,-70.61603107247554,1.2063105923862836
